name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
ravensdown,ravensdown.co.nz,1978.0,farming,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/ravensdown,217,395
oceania group,oceaniahealthcare.co.nz,2008.0,hospital & health care,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/oceania-healthcare-nz,216,359
yellow new zealand,yellow.co.nz,1988.0,online media,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/yellow-new-zealand,216,1007
douglas pharmaceuticals limited,douglas.co.nz,,pharmaceuticals,501 - 1000,"lincoln, auckland, new zealand",new zealand,linkedin.com/company/douglas-pharmaceuticals-limited,211,429
waste management nz ltd,wastemanagement.co.nz,,environmental services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/waste-management-nz-ltd,211,355
steel & tube ltd,steelandtube.co.nz,1953.0,building materials,501 - 1000,"petone, wellington, new zealand",new zealand,linkedin.com/company/steel-and-tube,211,427
heb construction,heb.co.nz,1980.0,construction,501 - 1000,"drury, auckland, new zealand",new zealand,linkedin.com/company/heb-construction,211,401
db breweries,db.co.nz,1929.0,food & beverages,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/db-breweries,208,826
anzco foods,anzcofoods.com,1994.0,food & beverages,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/anzco-foods-ltd,206,342
rotorua district council,rotorualakescouncil.nz,,government administration,501 - 1000,"rotorua, bay of plenty, new zealand",new zealand,linkedin.com/company/rotorua-lakes-council,206,385
harcourts new zealand,harcourts.co.nz,1888.0,real estate,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/harcourts-new-zealand,205,395
sealord group ltd,sealord.com,1961.0,fishery,501 - 1000,,new zealand,linkedin.com/company/sealord-group-ltd,203,565
southern institute of technology,sit.ac.nz,1971.0,education management,501 - 1000,"invercargill, southland, new zealand",new zealand,linkedin.com/company/southern-institute-of-technology,203,367
higgins,higgins.co.nz,1958.0,construction,501 - 1000,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/higgins-group-palmerston-north,202,368
institute of environmental science and research ltd (esr),esr.cri.nz,1992.0,research,501 - 1000,"porirua, wellington, new zealand",new zealand,linkedin.com/company/institute-of-environmental-science-and-research-ltd-esr-,202,486
bell gully,bellgully.com,1840.0,law practice,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bell-gully,201,1014
pak'nsave,paknsave.co.nz,1986.0,supermarkets,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/pak'nsave,201,665
new plymouth district council,newplymouthnz.com,,government administration,501 - 1000,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/new-plymouth-district-council,200,449
porse in home childcare and educator training,porse.co.nz,1994.0,education management,501 - 1000,"havelock north, hawke's bay, new zealand",new zealand,linkedin.com/company/porse-in-home-childcare-and-educator-training,199,353
the laminex group,laminexnewzealand.co.nz,,building materials,501 - 1000,"penrose, auckland, new zealand",new zealand,linkedin.com/company/the-laminex-group,199,605
fidelity life assurance company limited,fidelitylife.co.nz,1973.0,insurance,501 - 1000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/fidelity-life-assurance-company-ltd,198,396
naylor love,naylorlove.co.nz,1910.0,construction,501 - 1000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/naylor-love,196,378
gentrack ltd (global),gentrack.com,1980.0,information technology and services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/gentrack,195,394
mbm,mbm.net.nz,2010.0,marketing and advertising,501 - 1000,"kingsland, auckland, new zealand",new zealand,linkedin.com/company/mbm,195,247
new zealand red cross,redcross.org.nz,1915.0,non-profit organization management,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-red-cross,194,559
palmerston north city council,pncc.govt.nz,,government administration,501 - 1000,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/palmerston-north-city-council,191,419
ports of auckland,poal.co.nz,1988.0,logistics and supply chain,501 - 1000,"mechanics bay, auckland, new zealand",new zealand,linkedin.com/company/ports-of-auckland,191,373
assurity consulting ltd,assurity.co.nz,2005.0,information technology and services,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/assurity-consulting-ltd,190,394
computer concepts limited,concepts.co.nz,1990.0,information technology and services,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/computer-concepts-ltd,189,284
ihc,ihc.org.nz,1949.0,individual & family services,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/ihc_2,188,459
omega,omega.org.nz,2008.0,program development,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/omega_2,187,242
"royal new zealand plunket society, inc. (rnzps)",plunket.org.nz,1907.0,non-profit organization management,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/royal-new-zealand-plunket-trust,187,462
sda church,,,religious institutions,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/adventistnnz,187,219
auckland war memorial museum,aucklandmuseum.com,1852.0,museums and institutions,501 - 1000,"parnell, auckland, new zealand",new zealand,linkedin.com/company/auckland-museum,185,487
dairynz,dairynz.co.nz,,dairy,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/dairynz,184,394
bay of plenty regional council,boprc.govt.nz,1989.0,government administration,501 - 1000,"whakatane, auckland, new zealand",new zealand,linkedin.com/company/bay-of-plenty-regional-council,184,360
hutt city council,huttcity.govt.nz,,government relations,501 - 1000,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/hutt-city-council,183,445
brand developers limited,branddevelopers.co.nz,,retail,501 - 1000,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/brand-developers-ltd,182,562
museum of new zealand te papa tongarewa,tepapa.govt.nz,,museums and institutions,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/museum-of-new-zealand-te-papa-tongarewa,182,588
vend,vendhq.com,2010.0,internet,501 - 1000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/vendhq-com,182,402
toll new zealand,toll.co.nz,,transportation/trucking/railroad,501 - 1000,"onehunga, auckland, new zealand",new zealand,linkedin.com/company/toll-nz,181,516
minterellisonruddwatts,minterellison.co.nz,1880.0,law practice,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/minterellisonruddwatts,181,732
shell todd oil services,stos.co.nz,1959.0,oil & energy,501 - 1000,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/shell-todd-oil-services,181,576
the new zealand institute for plant & food research ltd,,2008.0,research,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-new-zealand-institute-for-plant-and-food-research-limited,180,354
leaders in real estate,leaders.co.nz,1987.0,real estate,501 - 1000,"wellington city, wellington, new zealand",new zealand,linkedin.com/company/remax-leaders,180,253
warren and mahoney,warrenandmahoney.com,1958.0,architecture & planning,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/warren-and-mahoney-architects-ltd,180,314
summerset group holdings limited,summerset.co.nz,1997.0,hospital & health care,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/summerset-group-holdings-limited,179,302
forsyth barr - investment advice,forsythbarr.co.nz,1936.0,financial services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/forsyth-barr,176,314
outward bound,outwardbound.co.nz,1962.0,non-profit organization management,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/outward-bound-new-zealand,176,864
wsp opus,,1870.0,civil engineering,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/wsp-opus,175,181
toi ohomai institute of technology,toiohomai.ac.nz,2016.0,education management,501 - 1000,"rotorua, bay of plenty, new zealand",new zealand,linkedin.com/company/toi-ohomai-institute-of-technology,174,230
nelson marlborough district health board (nmdhb),nmdhb.govt.nz,,hospital & health care,501 - 1000,,new zealand,linkedin.com/company/nelson-marlborough-health,174,320
progressive enterprises,woolworthsnz.co.nz,,supermarkets,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/woolworthsnz,174,421
griffins foods ltd,griffins.co.nz,1864.0,food production,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/griffins-foods-ltd,173,693
les mills new zealand,lesmills.co.nz,1968.0,"health, wellness and fitness",501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/les-mills-new-zealand,173,408
amp new zealand,amp.co.nz,,financial services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/amp-services-nz-ltd,172,391
nelson marlborough institute of technology (nmit),nmit.ac.nz,1904.0,higher education,501 - 1000,,new zealand,linkedin.com/company/nelson-marlborough-institute-of-technology-nmit,172,375
delegat limited,delegat.co.nz,1947.0,wine and spirits,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/delegat's-wine-estate,171,449
new zealand home loans,nzhomeloans.co.nz,1996.0,financial services,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/new-zealand-home-loans,170,308
barnardos new zealand,barnardos.org.nz,1972.0,non-profit organization management,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/barnardos-new-zealand,170,418
auckland city council,,2011.0,management consulting,501 - 1000,"oratia, auckland, new zealand",new zealand,linkedin.com/company/auckland-city-council_2,170,193
bendon group,bendongroup.com,1947.0,apparel & fashion,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bendon,169,743
core education,core-ed.org,2003.0,education management,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/core-education,168,280
arrow international (nz) limited,arrowinternational.co.nz,1984.0,construction,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/arrow-international-limited,168,609
bcs group,bcsgroup.biz,1993.0,industrial automation,501 - 1000,"albany, auckland, new zealand",new zealand,linkedin.com/company/bcs-group,168,340
whangarei district council,wdc.govt.nz,,government administration,501 - 1000,"whangarei, northland, new zealand",new zealand,linkedin.com/company/whangarei-district-council,167,345
te aho o te kura pounamu,tekura.school.nz,1922.0,education management,201 - 500,"thorndon, wellington, new zealand",new zealand,linkedin.com/company/te-kura-the-correspondence-school,165,362
maxnet,maxnet.co.nz,1998.0,internet,201 - 500,"albany, auckland, new zealand",new zealand,linkedin.com/company/maxnet,163,236
fcb new zealand,fcb.co.nz,1995.0,marketing and advertising,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/draftfcb-nz-ltd,163,402
nz trust limited,nybble.com.au,,financial services,201 - 500,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/nz-trust-limited,162,163
reserve bank of new zealand,rbnz.govt.nz,,banking,201 - 500,,new zealand,linkedin.com/company/reserve-bank-of-new-zealand,162,604
new zealand rugby,allblacks.com,1892.0,sports,201 - 500,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-rugby-union,161,414
tourism holdings limited,thlonline.com,1986.0,"leisure, travel & tourism",201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tourism-holdings-limited,161,585
acg education,acgedu.com,1994.0,education management,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/acgeducation,161,306
maori television,maoritelevision.com,2004.0,media production,201 - 500,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/maori-television,159,371
rcp,rcp.co.nz,1996.0,construction,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/rcp,159,265
nzi,nzi.co.nz,1859.0,insurance,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nzi,154,342
tourism new zealand,tourismnewzealand.com,1901.0,marketing and advertising,201 - 500,"wellington, florida, united states",new zealand,linkedin.com/company/tourism-new-zealand,154,541
kensington swan,kensingtonswan.com,,law practice,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kensington-swan,154,580
procare health limited,procare.co.nz,1995.0,hospital & health care,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/procare-health-limited,153,310
jasmax,jasmax.com,1963.0,architecture & planning,201 - 500,"parnell, auckland, new zealand",new zealand,linkedin.com/company/jasmax,153,447
rothbury insurance brokers,rothbury.co.nz,,insurance,201 - 500,"auckland, auckland, new zealand",new zealand,linkedin.com/company/rothbury-insurance-brokers,152,245
